bin_center,sigma,d_sigma
601000.0,0.0,0.0
603000.0,0.0,0.0
605000.0,0.0,0.0
607000.0,0.0,0.0
609000.0,0.0,0.0
611000.0,0.0,0.0
613000.0,0.0,0.0
615000.0,0.0,0.0
617000.0,0.0,0.0
619000.0,0.0,0.0
621000.0,0.0,0.0
623000.0,0.0,0.0
625000.0,0.0,0.0
627000.0,0.0,0.0
629000.0,0.0,0.0
631000.0,0.0,0.0
633000.0,0.0,0.0
635000.0,0.0,0.0
637000.0,0.0,0.0
639000.0,0.0,0.0
641000.0,0.0,0.0
643000.0,0.0,0.0
645000.0,0.0,0.0
647000.0,0.0,0.0
649000.0,0.0,0.0
651000.0,0.0,0.0
653000.0,0.0,0.0
655000.0,0.0,0.0
657000.0,0.0,0.0
659000.0,0.0,0.0
661000.0,0.0,0.0
663000.0,0.0,0.0
665000.0,0.0,0.0
667000.0,0.0,0.0
669000.0,0.0,0.0
671000.0,0.0,0.0
673000.0,0.0,0.0
675000.0,0.0,0.0
677000.0,0.0,0.0
679000.0,0.0,0.0
681000.0,0.0,0.0
683000.0,0.0,0.0
685000.0,0.0,0.0
687000.0,0.0,0.0
689000.0,0.0,0.0
691000.0,0.0,0.0
693000.0,0.0,0.0
695000.0,0.0,0.0
697000.0,0.0,0.0
699000.0,0.0,0.0
701000.0,0.0,0.0
703000.0,0.0,0.0
705000.0,0.0,0.0
707000.0,0.0,0.0
709000.0,0.0,0.0
711000.0,0.0,0.0
713000.0,0.0,0.0
715000.0,0.0,0.0
717000.0,0.0,0.0
719000.0,0.0,0.0
721000.0,0.0,0.0
723000.0,0.0,0.0
725000.0,0.0,0.0
727000.0,0.0,0.0
729000.0,0.0,0.0
731000.0,0.0,0.0
733000.0,0.0,0.0
735000.0,0.0,0.0
737000.0,0.0,0.0
739000.0,0.0,0.0
741000.0,0.0,0.0
743000.0,0.0,0.0
745000.0,0.0,0.0
747000.0,0.0,0.0
749000.0,0.0,0.0
751000.0,0.0,0.0
753000.0,0.0,0.0
755000.0,0.0,0.0
757000.0,0.0,0.0
759000.0,0.0,0.0
761000.0,0.0,0.0
763000.0,0.0,0.0
765000.0,0.0,0.0
767000.0,0.0,0.0
769000.0,0.0,0.0
771000.0,0.0,0.0
773000.0,0.0,0.0
775000.0,0.0,0.0
777000.0,0.0,0.0
779000.0,0.0,0.0
781000.0,0.0,0.0
783000.0,0.0,0.0
785000.0,0.0,0.0
787000.0,0.0,0.0
789000.0,0.0,0.0
791000.0,0.0,0.0
793000.0,0.0,0.0
795000.0,0.0,0.0
797000.0,0.0,0.0
799000.0,0.0,0.0
801000.0,0.0,0.0
803000.0,0.0,0.0
805000.0,0.0,0.0
807000.0,0.0,0.0
809000.0,0.0,0.0
811000.0,0.0,0.0
813000.0,0.0,0.0
815000.0,0.0,0.0
817000.0,0.0,0.0
819000.0,0.0,0.0
821000.0,0.0,0.0
823000.0,0.0,0.0
825000.0,0.0,0.0
827000.0,0.0,0.0
829000.0,0.0,0.0
831000.0,0.0,0.0
833000.0,0.0,0.0
835000.0,0.0,0.0
837000.0,0.0,0.0
839000.0,0.0,0.0
841000.0,0.0,0.0
843000.0,0.0,0.0
845000.0,0.0,0.0
847000.0,0.0,0.0
849000.0,0.0,0.0
851000.0,0.0,0.0
853000.0,0.0,0.0
855000.0,0.0,0.0
857000.0,0.0,0.0
859000.0,0.0,0.0
861000.0,0.0,0.0
863000.0,0.0,0.0
865000.0,0.0,0.0
867000.0,0.0,0.0
869000.0,0.0,0.0
871000.0,0.0,0.0
873000.0,0.0,0.0
875000.0,0.0,0.0
877000.0,0.0,0.0
879000.0,0.0,0.0
881000.0,0.0,0.0
883000.0,0.0,0.0
885000.0,0.0,0.0
887000.0,0.0,0.0
889000.0,0.0,0.0
891000.0,0.0,0.0
893000.0,0.0,0.0
895000.0,0.0,0.0
897000.0,0.0,0.0
899000.0,0.0,0.0
901000.0,0.0,0.0
903000.0,0.0,0.0
905000.0,0.0,0.0
907000.0,0.0,0.0
909000.0,0.0,0.0
911000.0,0.0,0.0
913000.0,0.0,0.0
915000.0,0.0,0.0
917000.0,0.0,0.0
919000.0,0.0,0.0
921000.0,0.0,0.0
923000.0,0.0,0.0
925000.0,0.0,0.0
927000.0,0.0,0.0
929000.0,0.0,0.0
931000.0,0.0,0.0
933000.0,0.0,0.0
935000.0,0.0,0.0
937000.0,0.0,0.0
939000.0,0.0,0.0
941000.0,0.0,0.0
943000.0,0.0,0.0
945000.0,0.0,0.0
947000.0,0.0,0.0
949000.0,0.0,0.0
951000.0,0.0,0.0
953000.0,0.0,0.0
955000.0,0.0,0.0
957000.0,0.0,0.0
959000.0,0.0,0.0
961000.0,0.0,0.0
963000.0,0.0,0.0
965000.0,0.0,0.0
967000.0,0.0,0.0
969000.0,0.0,0.0
971000.0,0.0,0.0
973000.0,0.0,0.0
975000.0,0.0,0.0
977000.0,0.0,0.0
979000.0,0.0,0.0
981000.0,0.0,0.0
983000.0,0.0,0.0
985000.0,0.0,0.0
987000.0,0.0,0.0
989000.0,0.0,0.0
991000.0,0.2608,0.048
993000.0,0.2608,0.048
995000.0,0.2608,0.048
997000.0,0.2608245371763854,0.0479789730566847
999000.0,0.2634182728639564,0.0458144964746866
1001000.0,0.3077341210051191,0.0422902816395484
1003000.0,0.3167037125013811,0.0495147855700197
1005000.0,0.316799261745541,0.0495993461215158
1007000.0,0.3168,0.049600000000000005
1009000.0,0.31774584658574734,0.0486344402447392
1011000.0,0.3647143603939528,0.0543030138866689
1013000.0,0.3647999999999999,0.0544
1015000.0,0.3647999999999999,0.0544
1017000.0,0.3647999999999999,0.0544
1019000.0,0.3647999999999999,0.0544
1021000.0,0.3647999999999999,0.0544
1023000.0,0.4041865150080808,0.0455957517150241
1025000.0,0.5632,0.0672
1027000.0,0.5632,0.0672
1029000.0,0.5632,0.0672
1031000.0,0.5632,0.0672
1033000.0,0.5632,0.0672
1035000.0,0.563232764504469,0.0671873763883598
1037000.0,0.7093461521795764,0.048750144695583295
1039000.0,0.7590594244981766,0.051711986103669005
1041000.0,0.7720635358507698,0.0423234317280418
1043000.0,0.7893048782287563,0.0338093236137555
1045000.0,0.8440217554493639,0.0268118615883553
1047000.0,1.0526779504194583,0.0263099413057264
1049000.0,1.7093796593810415,0.030088222785461496
1051000.0,3.685632501721002,0.0429045390651664
1053000.0,6.968648965807991,0.0632206063810548
1055000.0,8.456366351381122,0.0705956640687136
1057000.0,6.49429761312381,0.0598164930435371
1059000.0,3.6243025020752313,0.0430360971486074
1061000.0,1.9867557365409,0.0335481662254831
1063000.0,1.4327985814263073,0.036213204426326
1065000.0,1.221285787611284,0.040136266704849606
1067000.0,0.998855915517878,0.055295400836169
1069000.0,0.9997120859103412,0.0528314764441354
1071000.0,1.028060559731074,0.06175169653473861
1073000.0,0.9617304151376235,0.054118276649978606
1075000.0,0.8910278266373209,0.055146239895211
1077000.0,0.8230361434986562,0.0544885405658989
1079000.0,0.87647813293801,0.051347917342335
1081000.0,1.009064499888874,0.0629601747013389
1083000.0,1.016557089310432,0.0526331535255374
1085000.0,1.006357887458172,0.0536428169838098
1087000.0,1.0120319320176197,0.0586162366922173
1089000.0,1.0386991982412572,0.05452081613002419
1091000.0,1.060592333298764,0.0626681046585677
1093000.0,1.0000468635709747,0.0531543613980442
1095000.0,0.9651033416912284,0.05861557581488921
1097000.0,1.0831852892789444,0.0571215101204677
1099000.0,1.1162911949050651,0.0594695247438044
1101000.0,1.0604989536272398,0.0588506929823984
1103000.0,1.071107798223052,0.05462865318389191
1105000.0,1.1326040337061816,0.0634927815593626
1107000.0,1.1447599676514877,0.056034528190764994
1109000.0,1.1385788242182728,0.0629250820794424
1111000.0,1.1018796649748217,0.055699839412897904
1113000.0,1.0779515709459715,0.05698760097725801
1115000.0,1.0721035901255902,0.0571857625408984
1117000.0,1.1339369737097869,0.0539308757655791
1119000.0,1.2313160386425512,0.0640974353098002
1121000.0,1.226215671947415,0.0550912982162634
1123000.0,1.236756254116835,0.0563467059770024
1125000.0,1.299620421158243,0.06232479732537441
1127000.0,1.3097115642377342,0.0578386531618176
1129000.0,1.282853295834244,0.0640394222961025
1131000.0,1.2956134142539968,0.0588925293010924
1133000.0,1.3079194545706343,0.0669500910850449
1135000.0,1.2894121259344618,0.0598177612206169
1137000.0,1.2978912477823277,0.062034482231271594
1139000.0,1.3493731572940124,0.0657353399709833
1141000.0,1.4985972432315022,0.0637974062642944
1143000.0,1.7010432615253257,0.0859753778482015
1145000.0,1.731021034534121,0.08833417483507139
1147000.0,1.63780763516586,0.059066642326402505
1149000.0,1.6500555368250054,0.0638188412942034
1151000.0,1.6356325689727669,0.0566252435142938
1153000.0,1.493287824074118,0.0583623251426224
1155000.0,1.461495082959399,0.059419735975522095
1157000.0,1.570397523025683,0.0763945293856121
1159000.0,1.6101319085262937,0.0652504333648037
1161000.0,1.623711000144732,0.0713798184534521
1163000.0,1.6078129195876572,0.0640617609693481
1165000.0,1.5955619946698891,0.0696175602092596
1167000.0,1.6142710251434305,0.0652511179127632
1169000.0,1.61636547319894,0.067844562246811
1171000.0,1.598010739974718,0.0688546579567591
1173000.0,1.5895529427937667,0.0640323957110783
1175000.0,1.5999215207698023,0.0708677207811899
1177000.0,1.6303010157389397,0.0651770528537671
1179000.0,1.6550639651196442,0.0714851072352341
1181000.0,1.6485025841977279,0.0678589101526836
1183000.0,1.6358514595832725,0.0755401378817479
1185000.0,1.6219611420411475,0.0655423300604889
1187000.0,1.6357371969189027,0.0678918026239461
1189000.0,1.675827464896691,0.0704305044519502
1191000.0,1.7171682244973752,0.0658980305897173
1193000.0,1.7516035910438963,0.0725478515442301
1195000.0,1.7593362337860323,0.0666606914287531
1197000.0,1.7478802048447066,0.0718783784691354
1199000.0,1.7036859024539246,0.066091742737983
1201000.0,1.7047653799995204,0.0687585980852567
1203000.0,1.7475238254551988,0.0712374545013925
1205000.0,1.760828017312637,0.0672181332035438
1207000.0,1.7580508553402983,0.0790454777117208
1209000.0,1.8372086094283728,0.0694868250089581
1211000.0,1.9547844321941563,0.0771748590211145
1213000.0,1.9573301896950752,0.070465509316393
1215000.0,1.9183007762139568,0.0751963610992444
1217000.0,1.8572038096564791,0.0701005606848476
1219000.0,1.8374835761293369,0.078841640173774
1221000.0,1.8812074469631497,0.0692874278108635
1223000.0,1.8861142704801688,0.0725694297276248
1225000.0,1.8373005873682589,0.0708928741314022
1227000.0,1.7735830861168065,0.0663177822727773
1229000.0,1.741135657552212,0.0700719975744075
1231000.0,1.8169097648834056,0.0674765749086954
1233000.0,1.8866044607124697,0.0742780488156894
1235000.0,1.8414312380070403,0.0698116953467457
1237000.0,1.8467776730301426,0.0782996648632579
1239000.0,2.013428191775576,0.0714212778751323
1241000.0,2.0567885656859017,0.0751800737154586
1243000.0,1.9564842412479575,0.0720855643209189
1245000.0,1.9515823739692797,0.069274694264962
1247000.0,2.0466342045963373,0.0825526322649219
1249000.0,2.0645448284057952,0.0732063166024578
1251000.0,2.039969596745163,0.0750298886234423
1253000.0,2.0231445813973257,0.0700104626101563
1255000.0,2.013422411484583,0.0737710817229638
1257000.0,2.010264832925744,0.07110868925446148
1259000.0,1.9847180925200028,0.0795203103726597
1261000.0,1.9163546450062956,0.0667512782122107
1263000.0,1.949680850058932,0.0698527383220379
1265000.0,2.079281326699784,0.0741174900571114
1267000.0,2.123267188632928,0.0714581312943873
1269000.0,2.0714002875674487,0.0795017744357088
1271000.0,2.048620797052744,0.071849307113942
1273000.0,2.0399098023184377,0.07935401543990368
1275000.0,2.007787825068561,0.0704985229609052
1277000.0,1.9684910648223737,0.0718750731734187
1279000.0,1.9772147682825496,0.0686578497124079
1281000.0,2.0101950149002965,0.0727994685343074
1283000.0,2.061743016615676,0.0714789373228959
1285000.0,2.1164032090670424,0.0800795257741588
1287000.0,2.193088052850946,0.0721196291445646
1289000.0,2.21974585153924,0.0756905399145831
1291000.0,2.187359771708637,0.0748809702760916
1293000.0,2.1448862810849394,0.0715845800258266
1295000.0,2.1329895259490694,0.08090263290501008
1297000.0,2.247412028806727,0.0753649525643195
1299000.0,2.41421405246823,0.0867457062728387
1301000.0,2.403296102116294,0.07724733714088719
1303000.0,2.287011686483532,0.0767300365409028
1305000.0,2.204577689396007,0.0727701154984689
1307000.0,2.157912425011647,0.0753996699022973
1309000.0,2.1629753951293575,0.073557758372917
1311000.0,2.197843468195132,0.0818092725975002
1313000.0,2.2627819221841294,0.0762719176586596
1315000.0,2.3381689697544448,0.0841721191644754
1317000.0,2.43457428437839,0.0784518793726501
1319000.0,2.438377997374702,0.0856333016280472
1321000.0,2.2964870943374844,0.071797800386339
1323000.0,2.282656048579535,0.0740344071204987
1325000.0,2.447548824699437,0.07734289031972912
1327000.0,2.750198389477983,0.0776887529958294
1329000.0,3.814850998895285,0.0945565501339944
1331000.0,8.257249902192529,0.11486919415114702
1333000.0,15.381867425525817,0.16463236971526762
1335000.0,19.065744155917216,0.16527110775814302
1337000.0,18.780210094679724,0.1525175420813717
1339000.0,15.250535197741735,0.1330710112346461
1341000.0,10.190231766018965,0.1049777264873888
1343000.0,6.173145737133025,0.0845739848352426
1345000.0,4.197588074316913,0.072509940621499
1347000.0,3.444717347698774,0.0723365772920566
1349000.0,3.170103054199248,0.0780144618271283
1351000.0,2.9262150807996328,0.0783213068781944
1353000.0,2.743736791562569,0.0887389618001957
1355000.0,2.658708745912061,0.0765754329185969
1357000.0,2.640496181122517,0.0794115955513833
1359000.0,2.6667091224768495,0.0800810057768417
1361000.0,2.658833381659357,0.0778125024145445
1363000.0,2.6041314745427453,0.08497386254992638
1365000.0,2.5552604468251197,0.0797713721150866
1367000.0,2.5249993421974852,0.08409029614885
1369000.0,2.5628739194774544,0.0797650804216663
1371000.0,2.630498081612296,0.0870991814033155
1373000.0,2.617153322674694,0.081310520539886
1375000.0,2.5574009694709945,0.0838758857208112
1377000.0,2.5484395589040565,0.0776472754403429
1379000.0,2.563537170327518,0.0781705482152898
1381000.0,2.5477885125226405,0.0762266669421814
1383000.0,2.530195660264853,0.0775556445973936
1385000.0,2.5523973414059973,0.07593672076478551
1387000.0,2.6067124243480793,0.0842925885445585
1389000.0,2.6885798774318275,0.0805067028785442
1391000.0,2.724294688990355,0.08848896410711639
1393000.0,2.669362685108601,0.0797202074231866
1395000.0,2.5978327895997393,0.0849326635060142
1397000.0,2.5280895616370618,0.0770692673244133
1399000.0,2.4396258481782147,0.0822253032213308
1401000.0,2.317415340466131,0.0733832738141478
1403000.0,2.2982354653046366,0.0782746986819327
1405000.0,2.471942490536107,0.0777311774409367
1407000.0,2.639744386598421,0.0863543972382813
1409000.0,2.716281906082213,0.0776468341279419
1411000.0,2.743083410510961,0.0808638799154962
1413000.0,2.7403043590059903,0.0804441875879016
1415000.0,2.7186543741915945,0.078011191657439
1417000.0,2.6935194466164933,0.0851867263598459
1419000.0,2.698931660947846,0.08160189934998288
1421000.0,2.710512972805819,0.086590862082601
1423000.0,2.668048829109688,0.0811754278366513
1425000.0,2.6022698760833296,0.0824152681276282
1427000.0,2.6111269833393926,0.07878182142678519
1429000.0,2.6810847554692394,0.0850335609764127
1431000.0,2.764654241513348,0.0820222899307874
1433000.0,2.8301170541746496,0.088264629973777
1435000.0,2.7910257753260925,0.0828599439008998
1437000.0,2.696463739486955,0.0833082795897701
1439000.0,2.67467186783408,0.0796880439966035
1441000.0,2.7141900055022012,0.0857569209905246
1443000.0,2.770451352558219,0.0825991511505094
1445000.0,2.824126455478767,0.0879938097114053
1447000.0,2.83376175715582,0.0838138643671794
1449000.0,2.815144645637751,0.0870424122501662
1451000.0,2.8028153452376525,0.08294760423260969
1453000.0,2.804627461083366,0.0868075117264038
1455000.0,2.831075181892398,0.0831783825463002
1457000.0,2.876753715971635,0.0877107662513587
1459000.0,2.9235962141437883,0.08419539819019521
1461000.0,2.962341995526831,0.08850329969280402
1463000.0,2.9616287019513163,0.08273732520709161
1465000.0,2.9282634147860693,0.0811528377482175
1467000.0,2.8974693940840046,0.08028822759537209
1469000.0,2.910500772244229,0.080636261611923
1471000.0,3.007237951983723,0.08173028823138
1473000.0,3.1042305167110245,0.0899588781362424
1475000.0,3.144422053280441,0.08499611954987699
1477000.0,3.1302978505006935,0.0901998939230253
1479000.0,3.0644023004890015,0.0862592976735894
1481000.0,3.0192367752909837,0.1012624304774135
1483000.0,3.0843070160768744,0.08475915887688189
1485000.0,3.186320937297075,0.0872299351103602
1487000.0,3.1617173339430433,0.0865033398412049
1489000.0,3.1089222757383186,0.0792186082440248
1491000.0,3.0870418137047393,0.0778710231571761
1493000.0,3.1003090794555823,0.0894465917144789
1495000.0,3.1097129197205344,0.0871183224799254
1497000.0,3.1225617830182784,0.103140484403532
1499000.0,3.203222775079943,0.0924617204787557
1501000.0,3.3548747856821057,0.1086837383983377
1503000.0,3.405369702256098,0.1280128676775352
1505000.0,3.412002361775094,0.1308543487953179
1507000.0,3.4127177168138867,0.1311643048124497
1509000.0,3.4128000000000003,0.1312
1511000.0,3.4128000000000003,0.1312
1513000.0,3.416648983844389,0.12201128979187852
1515000.0,3.4656000000000007,0.1312
1517000.0,3.465582090155508,0.1310776731960574
1519000.0,3.465523918302756,0.1306811425542153
1521000.0,3.46528056369852,0.1290443866555861
1523000.0,3.464304414551021,0.1228036994225986
1525000.0,3.460838134991913,0.105157874048206
1527000.0,3.4516036774109926,0.0898609422893407
1529000.0,3.434103069059752,0.0930054992781578
1531000.0,3.420436987902965,0.0875072746292391
1533000.0,3.4783582973132527,0.09219039878031471
1535000.0,3.645310560875543,0.0902775209903596
1537000.0,3.776654494774968,0.0969159782840835
1539000.0,3.7759084357016937,0.0916300643108913
1541000.0,3.7141000916499567,0.09576566504343771
1543000.0,3.648121462871921,0.08986231795312691
1545000.0,3.6281633903591977,0.0937689091838755
1547000.0,3.685880951187311,0.0902561824868246
1549000.0,3.781973324726288,0.0960933240729862
1551000.0,3.885816648557483,0.0953214387186154
1553000.0,3.9475555436192917,0.1069526302836219
1555000.0,3.916768967956104,0.0948161859192856
1557000.0,3.841753622712143,0.10381545371960708
1559000.0,3.7872831999083507,0.0956572066070626
1561000.0,3.76732260881133,0.0925162766376988
1563000.0,3.8437620514557236,0.0845712146561352
1565000.0,3.9704046441854417,0.07948905532006
1567000.0,4.040545694525816,0.0756520559635635
1569000.0,4.072115397747081,0.0703353147804596
1571000.0,4.0862832861448535,0.0686536291181188
1573000.0,4.100466494497916,0.0682792915890626
1575000.0,4.1313895374774665,0.0688682477477476
1577000.0,4.16068389384198,0.0689050867216383
1579000.0,4.192477080071061,0.0690543096110789
1581000.0,4.278252233629993,0.0692322921980497
1583000.0,4.616530147354183,0.0704395900791067
1585000.0,5.622288122241873,0.0763221433357715
1587000.0,7.426777663256274,0.0908738935190302
1589000.0,8.979594927045754,0.10607377275607438
1591000.0,8.876393488108134,0.106171300042653
1593000.0,7.3950422234622035,0.0945498393681177
1595000.0,5.842725572887201,0.0818147842662039
1597000.0,5.017826080026318,0.0790340901884284
1599000.0,4.740743159067422,0.0760805115498849
1601000.0,4.6452312798492486,0.0729837057716859
1603000.0,4.648263008077362,0.0726690009405059
1605000.0,4.708172319551558,0.0733808651730388
1607000.0,4.759998041051423,0.0736829101034082
1609000.0,4.797031137397721,0.0741023783278732
1611000.0,4.826008985748681,0.074523273123529
1613000.0,4.8274543005532085,0.0745005697942066
1615000.0,4.805830564380498,0.073779914553722
1617000.0,4.813794641974474,0.0733576630430986
1619000.0,4.862891948342696,0.0749085747158801
1621000.0,4.912528581826424,0.0778011086504242
1623000.0,4.9979679674631585,0.0784739941560469
1625000.0,5.137350457134522,0.0796076276192371
1627000.0,5.2132669154263525,0.0814098339053244
1629000.0,5.213354354787712,0.0817758500926735
1631000.0,5.210997465720961,0.0868231539651699
1633000.0,5.253835968142068,0.0901802967908604
1635000.0,5.344175803170744,0.10320471396675729
1637000.0,5.422872328501189,0.1075298162403353
1639000.0,5.447024592575009,0.1107113773086447
1641000.0,5.384519380232267,0.108263888853344
1643000.0,5.278991856214695,0.1083726136261637
1645000.0,5.2268253151317525,0.1076226591286887
1647000.0,5.2331418826942,0.1145329213904809
1649000.0,5.261694542730004,0.1138746244077747
1651000.0,5.317718207741586,0.1109487804658119
1653000.0,5.42448492237377,0.11724487397306749
1655000.0,5.581809160992057,0.1109688308459278
1657000.0,5.700574050161387,0.1143572475277972
1659000.0,5.735601806370725,0.11019838142045131
1661000.0,5.802832049684606,0.11375821010128828
1663000.0,5.9694507047442205,0.11266760080360481
1665000.0,6.082764273247072,0.1192543632819586
1667000.0,6.03817396605812,0.1160949814652286
1669000.0,5.959675504319551,0.12326342680635502
1671000.0,5.977642857916118,0.1140917586293979
1673000.0,6.075754446062437,0.1236626728200932
1675000.0,6.187244364854304,0.1196104262461651
1677000.0,6.297121544871186,0.11838784754569089
1679000.0,6.3680784715338605,0.11715298451811919
1681000.0,6.403953162558014,0.1186809358207706
1683000.0,6.4482028348240386,0.1177479883337131
1685000.0,6.536130606066541,0.1190645359208869
1687000.0,6.68451667514818,0.12066430179447152
1689000.0,6.847562862965159,0.1295282881008899
1691000.0,6.91913787059725,0.1303970553563473
1693000.0,6.874922570490538,0.12476958728717048
1695000.0,6.809452335460931,0.1310709499783273
1697000.0,6.769332588825635,0.12132368093213698
1699000.0,6.7615739139223425,0.12202994787612279
1701000.0,6.809606894641424,0.11884530112614812
1703000.0,6.934736256765849,0.1234871635260606
1705000.0,7.133086240379727,0.1254060973340535
1707000.0,7.344489962210057,0.1334758533872406
1709000.0,7.545676359205868,0.114333355200412
1711000.0,7.693736689826565,0.1106600239504959
1713000.0,7.757947163479677,0.1038152488297387
1715000.0,7.796150854104588,0.0946903432067312
1717000.0,7.869262534815312,0.091349582771971
1719000.0,8.017303635648643,0.09213865113540251
1721000.0,8.20454525848812,0.095710523218015
1723000.0,8.366864836656521,0.0988562364916627
1725000.0,8.51318249443748,0.09811334687454351
1727000.0,8.66827547383831,0.10067662986745189
1729000.0,8.828825252360652,0.1002857185421465
1731000.0,9.02778270860208,0.0982554861639801
1733000.0,9.272590053270433,0.0987502743186249
1735000.0,9.524567925775417,0.10133541477774048
1737000.0,9.788141557306682,0.10584221428074811
1739000.0,10.111087226121702,0.10903721441675178
1741000.0,10.459742734681765,0.11584006639629921
1743000.0,10.711395503147347,0.1265134932598732
1745000.0,10.80078552651774,0.12038825679760871
1747000.0,10.71571008268428,0.1174745590443883
1749000.0,10.56901498848153,0.1167576478421462
1751000.0,10.454026213260727,0.1118290815952511
1753000.0,10.368284425593504,0.11018964306719932
1755000.0,10.28769490480732,0.1072853787109704
1757000.0,10.215216207445964,0.1080775376538669
1759000.0,10.184313702485913,0.106479332255757
1761000.0,10.208824159912336,0.10368534502615072
1763000.0,10.270487388002149,0.1043117977848983
1765000.0,10.34761421970776,0.107628947820598
1767000.0,10.435575115478562,0.10801306791115599
1769000.0,10.51101997203049,0.1079903615122502
1771000.0,10.532783889101454,0.10928524737560288
1773000.0,10.527197422198771,0.1063151704900169
1775000.0,10.535068380544349,0.104929586658806
1777000.0,10.556021716861336,0.1070357931584608
1779000.0,10.58194214538134,0.1092409441462799
1781000.0,10.637864483953477,0.10766617017206484
1783000.0,10.72555570212837,0.10942268280814962
1785000.0,10.848681891463249,0.10897619496820754
1787000.0,11.015247466262476,0.10648896579416861
1789000.0,11.242854591531861,0.10672896845646966
1791000.0,11.48786991750622,0.11002372723645422
1793000.0,11.64794819954424,0.11562114574015372
1795000.0,11.677172918504228,0.12144028396715667
1797000.0,11.68447884931588,0.12996502906960233
1799000.0,11.88194867070503,0.13939051578060832
1801000.0,12.241289887240876,0.15352092914913637
1803000.0,12.445979163296572,0.15978271849469583
1805000.0,12.459157937026479,0.16593925483693994
1807000.0,12.497956177716524,0.1651425222589829
1809000.0,12.675519930366423,0.16285714391682363
